쉼터명,법정동명,쉼터유형구분,운영시작일자,운영종료일자,시설면적,이용가능인원수,선풍기보유대수,에어컨보유대수,야간연장운영여부,주말운영여부,숙박가능여부,특이사항,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자,UTM-K_위도변환,UTM-K_경도변환
사당어르신종합복지관,서울특별시 동작구 사당1동,복지회관,2020-05-18,2020-09-30,255.84,50,0,6,Y,Y,N,,서울특별시 동작구  남부순환로  2081   (사당동),서울특별시 동작구 사당동 1044-42,서울특별시 동작구청,02-820-9560,37.477053,126.9798592,2020-03-27,541957.4994,198218.4959
사당1동 주민센터,서울특별시 동작구 사당1동,주민센터,2020-05-18,2020-09-30,472.27,118,1,1,Y,Y,N,,"서울특별시 동작구  동작대로17길  28 , 사당1동 주민센터 (사당동)",서울특별시 동작구 사당동 1004-52 사당1동 주민센터,서울특별시 동작구청,02-820-9560,37.4831526,126.978693,2020-03-27,542634.4964,198115.4958
배나무골경로당,서울특별시 동작구 사당2동,노인시설,2020-05-18,2020-09-30,247.55,80,12,4,N,N,N,,"서울특별시 동작구  동작대로29바길  3 , 동작동노인정(배나무골경로당) (사당동)",서울특별시 동작구 사당동 77-24 동작동노인정(배나무골경로당),서울특별시 동작구청,02-820-9560,37.4896695,126.9804665,2020-03-27,543357.7521,198272.5036
신동아4단지아파트경로당,서울특별시 동작구 사당2동,노인시설,2020-05-18,2020-09-30,135,80,2,1,N,N,N,,"서울특별시 동작구  동작대로29길  110   (사당동, 신동아아파트)",서울특별시 동작구 사당동 105 신동아아파트,서울특별시 동작구청,02-820-9560,37.4900002,126.9779759,2020-03-27,543394.5041,198052.2495
신동아5단지아파트경로당,서울특별시 동작구 사당2동,노인시설,2020-05-18,2020-09-30,82.5,80,2,1,N,N,N,,"서울특별시 동작구  동작대로29길  118   (사당동, 신동아아파트)",서울특별시 동작구 사당동 1137 신동아아파트,서울특별시 동작구청,02-820-9560,37.4910226,126.9768759,2020-03-27,543508.0004,197954.9964
남성경로당,서울특별시 동작구 사당2동,노인시설,2020-05-18,2020-09-30,121.62,80,7,2,N,N,N,,"서울특별시 동작구  동작대로25길  48 , 남성경로당 (사당동)",서울특별시 동작구 사당동 708-490 남성경로당,서울특별시 동작구청,02-820-9560,37.4853063,126.9798994,2020-03-27,542873.5051,198222.2473
우성2단지아파트경로당,서울특별시 동작구 사당2동,노인시설,2020-05-18,2020-09-30,140,80,3,1,N,N,N,,서울특별시 동작구 동작대로29길 91,서울특별시 동작구 사당동 105-0,서울특별시 동작구청,02-820-9560,37.487439,126.9776431,2020-03-27,543110.2516,198022.7501
우성3단지아파트경로당,서울특별시 동작구 사당2동,노인시설,2020-05-18,2020-09-30,100,80,2,1,N,N,N,,서울특별시 동작구 동작대로29길 115,서울특별시 동작구 사당동 105-0,서울특별시 동작구청,02-820-9560,37.4900538,126.9759264,2020-03-27,543400.4974,197870.9989
극동아파트경로당,서울특별시 동작구 사당2동,노인시설,2020-05-18,2020-09-30,100,80,5,2,N,N,N,,서울특별시 동작구 동작대로29길 119,서울특별시 동작구 사당동 105-0,서울특별시 동작구청,02-820-9560,37.4915584,126.9754623,2020-03-27,543567.4988,197829.9987
이수힐스테이트A. 경로당,서울특별시 동작구 사당2동,노인시설,2020-05-18,2020-09-30,179.1,30,2,4,N,N,N,,"서울특별시 동작구 동작동 동작대로39길  22 , 이수힐스테이트 아파트 경로당 (동작동)",서울특별시 동작구 동작동 333 이수힐스테이트 아파트 경로당,서울특별시 동작구청,02-820-9560,37.4944155,126.9800921,2020-03-27,543884.5028,198239.504
동작이수사회복지관,서울특별시 동작구 사당2동,복지회관,2020-05-18,2020-09-30,169.79,60,6,5,Y,Y,N,,"서울특별시 동작구  동작대로35차길  7 , 동작이수사회복지관 (사당동)",서울특별시 동작구 사당동 52-3 동작이수사회복지관,서울특별시 동작구청,02-820-9560,37.4931422,126.976864,2020-03-27,543743.2485,197954.0018
사당2동 주민센터,서울특별시 동작구 사당2동,주민센터,2020-05-18,2020-09-30,866.85,80,6,5,Y,Y,N,,"서울특별시 동작구  동작대로29길  52 , 사당2동 주민센터 (사당동)",서울특별시 동작구 사당동 105-12 사당2동 주민센터,서울특별시 동작구청,02-820-9560,37.4887525,126.9792455,2020-03-27,543256.0003,198164.4989
금강KCC아파트경로당,서울특별시 동작구 사당2동,노인시설,2020-05-18,2020-09-30,39,30,1,1,N,N,N,,"서울특별시 동작구  동작대로39가길  55   (동작동, 동작동금강KCC아파트)",서울특별시 동작구 동작동 331,서울특별시 동작구청,02-820-9560,37.4939985,126.9784384,2020-03-27,543838.2535,198093.2533
이수교KCC아파트경로당,서울특별시 동작구 사당2동,노인시설,2020-05-18,2020-09-30,95.2,80,1,1,N,N,N,,"서울특별시 동작구  동작대로45길  22   (동작동, 이수교KCC스위첸)",서울특별시 동작구 동작동 332,서울특별시 동작구청,02-820-9560,37.4976638,126.9810779,2020-03-27,544245.0038,198326.7528
사당두산위브트레지움아파트경로,서울특별시 동작구 사당3동,노인시설,2020-05-18,2020-09-30,107.31,60,3,3,N,N,N,,서울특별시 동작구 사당로13길 31,서울특별시 동작구 사당동 1131-0,서울특별시 동작구청,02-820-9560,37.48555,126.971391,2020-03-27,542900.7472,197469.749
삼화경로당,서울특별시 동작구 사당3동,노인시설,2020-05-18,2020-09-30,100.2,60,3,2,N,N,N,,서울특별시 동작구  사당로13길  42   (사당동),서울특별시 동작구 사당동 1131-13,서울특별시 동작구청,02-820-9560,37.4859376,126.9719025,2020-03-27,542943.7521,197515.0002
삼익경로당,서울특별시 동작구 사당3동,노인시설,2020-05-18,2020-09-30,102,60,4,1,N,N,N,,"서울특별시 동작구  사당로27길  190   (사당동, 롯데캐슬)",서울특별시 동작구 사당동 1132,서울특별시 동작구청,02-820-9560,37.4901814,126.9723165,2020-03-27,543414.7471,197551.7537
삼일공원경로당,서울특별시 동작구 사당3동,노인시설,2020-05-18,2020-09-30,125.5,60,2,2,N,N,N,,서울특별시 동작구  사당로23길  57-7  (사당동),서울특별시 동작구 사당동 산24-17,서울특별시 동작구청,02-820-9560,37.4866137,126.9735502,2020-03-27,543018.748,197660.7472
대림아파트경로당,서울특별시 동작구 사당3동,노인시설,2020-05-18,2020-09-30,87,40,3,2,N,N,N,,서울특별시 동작구 사당로17길 52,서울특별시 동작구 사당동 169-8,서울특별시 동작구청,02-820-9560,37.4872553,126.9719105,2020-03-27,543089.9991,197515.7514
현대아파트경로당,서울특별시 동작구 사당3동,노인시설,2020-05-18,2020-09-30,50,20,2,1,N,N,N,,"서울특별시 동작구  사당로17길  111   (사당동, 현대아파트)",서울특별시 동작구 사당동 169-32 현대아파트,서울특별시 동작구청,02-820-9560,37.4879465,126.9704884,2020-03-27,543166.7517,197390.0042
경남아너스빌아파트(대아)경로,서울특별시 동작구 사당3동,노인시설,2020-05-18,2020-09-30,155,60,3,1,N,N,N,,"서울특별시 동작구  사당로9가길  82   (사당동, 대아아파트)",서울특별시 동작구 사당동 1134,서울특별시 동작구청,02-820-9560,37.4884232,126.967308,2020-03-27,543219.752,197108.7491
동작삼성래미안아파트경로당,서울특별시 동작구 사당3동,노인시설,2020-05-18,2020-09-30,133.03,60,5,2,N,N,N,,"서울특별시 동작구  사당로23바길  9   (사당동, 동작삼성래미안아파트)",서울특별시 동작구 사당동 1133,서울특별시 동작구청,02-820-9560,37.489726,126.9707816,2020-03-27,543364.2447,197415.996
사당롯데캐슬2차A.경로당,서울특별시 동작구 사당3동,노인시설,2020-05-18,2020-09-30,49.89,20,1,2,N,N,N,,"서울특별시 동작구  사당로27길  181   (사당동, 사당 롯데캐슬)",서울특별시 동작구 사당동 1149,서울특별시 동작구청,02-820-9560,37.4902532,126.9711433,2020-03-27,543422.7471,197448.0018
학수경로당,서울특별시 동작구 사당3동,노인시설,2020-05-18,2020-09-30,62.21,40,4,1,N,N,N,,서울특별시 동작구 사당로27길 231,서울특별시 동작구 사당동 178-24,서울특별시 동작구청,02-820-9560,37.492037,126.9701277,2020-03-27,543620.7535,197358.2481
이수역리가아파트 경로당,서울특별시 동작구 사당3동,노인시설,2020-05-18,2020-09-30,106.97,50,2,1,N,N,N,,서울특별시 동작구 사당로27길 130,서울특별시 동작구 사당동 171-0,서울특별시 동작구청,02-820-9560,37.4887989,126.9745586,2020-03-27,543261.2518,197749.9969
래미안로이파크아파트 경로당,서울특별시 동작구 사당3동,노인시설,2020-05-18,2020-09-30,183,80,0,4,N,N,N,,서울특별시 동작구 사당로23길 112,서울특별시 동작구 사당동 168-12,서울특별시 동작구청,02-820-9560,37.4875982,126.9743272,2020-03-27,543127.9955,197729.4958
사당3동 주민센터,서울특별시 동작구 사당3동,주민센터,2020-05-18,2020-09-30,859,80,5,2,Y,Y,N,,서울특별시 동작구  사당로17길  86   (사당동),서울특별시 동작구 사당동 169-12,서울특별시 동작구청,02-820-9560,37.4866269,126.9720888,2020-03-27,543020.2503,197531.4996
삼익그린뷰아파트경로당,서울특별시 동작구 사당4동,노인시설,2020-05-18,2020-09-30,74.84,40,4,2,N,N,N,,"서울특별시 동작구  남부순환로255길  21   (사당동, 사당삼익그린뷰아파트)",서울특별시 동작구 사당동 1150,서울특별시 동작구청,02-820-9560,37.4773008,126.9692715,2020-03-27,541985.2549,197281.9964
신남성경로당,서울특별시 동작구 사당4동,노인시설,2020-05-18,2020-09-30,258.99,70,5,4,N,N,N,,서울특별시 동작구  사당로16길  56   (사당동),서울특별시 동작구 사당동 297-17,서울특별시 동작구청,02-820-9560,37.4813537,126.9720229,2020-03-27,542434.9968,197525.4974
사당KCC아파트경로당,서울특별시 동작구 사당4동,노인시설,2020-05-18,2020-09-30,30,20,1,1,N,N,N,,"서울특별시 동작구  사당로20나길  57   (사당동, 케이씨씨아파트)",서울특별시 동작구 사당동 1153,서울특별시 동작구청,02-820-9560,37.481514,126.9737075,2020-03-27,542452.745,197674.501
진흥아파트경로당,서울특별시 동작구 사당4동,노인시설,2020-05-18,2020-09-30,20,20,4,1,N,N,N,,"서울특별시 동작구  사당로16아길  43   (사당동, 진흥아파트)",서울특별시 동작구 사당동 1142,서울특별시 동작구청,02-820-9560,37.480256,126.9691234,2020-03-27,542313.2469,197269.0042
휴먼시아아파트경로당,서울특별시 동작구 사당4동,노인시설,2020-05-18,2020-09-30,127.8,20,3,1,N,N,N,,"서울특별시 동작구  사당로16길  96   (사당동, 사당휴먼시아)",서울특별시 동작구 사당동 1154,서울특별시 동작구청,02-820-9560,37.4786299,126.9699804,2020-03-27,542132.747,197344.7472
사당4동 경로당,서울특별시 동작구 사당4동,노인시설,2020-05-18,2020-09-30,144.62,60,2,1,N,N,N,,서울특별시 동작구  사당로16라길  9   (사당동),서울특별시 동작구 사당동 278-34,서울특별시 동작구청,02-820-9560,37.4826508,126.9703237,2020-03-27,542579.0037,197375.2529
사당종합사회복지관,서울특별시 동작구 사당4동,복지회관,2020-05-18,2020-09-30,41.6,20,1,1,Y,Y,N,,서울특별시 동작구  사당로14길  20   (사당동),서울특별시 동작구 사당동 268-6,서울특별시 동작구청,02-820-9560,37.483275,126.9715021,2020-03-27,542648.2494,197479.4986
사당4동 주민센터,서울특별시 동작구 사당4동,주민센터,2020-05-18,2020-09-30,271,80,3,3,Y,Y,N,,"서울특별시 동작구  사당로16아길  6 , 사당4동 주민센터 (사당동)",서울특별시 동작구 사당동 300-8 사당4동 주민센터,서울특별시 동작구청,02-820-9560,37.4809662,126.9716274,2020-03-27,542391.9999,197490.5035
사당5동구립경로당,서울특별시 동작구 사당5동,노인시설,2020-05-18,2020-09-30,299.49,80,4,2,Y,Y,N,,서울특별시 동작구  사당로6길  3-8  (사당동),서울특별시 동작구 사당동 214-5,서울특별시 동작구청,02-820-9560,37.4863757,126.9675831,2020-03-27,542992.4981,197133.0004
제일아파트경로당,서울특별시 동작구 사당5동,노인시설,2020-05-18,2020-09-30,30,7,1,1,N,N,N,,"서울특별시 동작구  사당로16다길  57   (사당동, 제일아파트)",서울특별시 동작구 사당동 240-15,서울특별시 동작구청,02-820-9560,37.4829299,126.9695095,2020-03-27,542610.0031,197303.2503
사당자이아파트경로당,서울특별시 동작구 사당5동,노인시설,2020-05-18,2020-09-30,66.69,16,2,2,N,N,N,,"서울특별시 동작구  사당로2가길  102   (사당동, 사당자이아파트)",서울특별시 동작구 사당동 1139,서울특별시 동작구청,02-820-9560,37.4887709,126.9625475,2020-03-27,543258.499,196687.7501
남해오네뜨아파트경로당,서울특별시 동작구 사당5동,노인시설,2020-05-18,2020-09-30,58.26,14,2,1,N,N,N,,"서울특별시 동작구  사당로2가길  173   (사당동, 남해오네뜨아파트)",서울특별시 동작구 사당동 1143,서울특별시 동작구청,02-820-9560,37.4870396,126.9655108,2020-03-27,543066.2474,196949.7501
삼호그린아파트경로당,서울특별시 동작구 사당5동,노인시설,2020-05-18,2020-09-30,87.44,21,3,1,N,N,N,,"서울특별시 동작구  사당로2가길  188   (사당동, 삼호그린아파트)",서울특별시 동작구 사당동 1138,서울특별시 동작구청,02-820-9560,37.486089,126.9653586,2020-03-27,542960.7483,196936.2506
사당5동 주민센터,서울특별시 동작구 사당5동,주민센터,2020-05-18,2020-09-30,"1,269.50",317,10,2,Y,Y,N,,서울특별시 동작구  사당로2가길  219   (사당동),서울특별시 동작구 사당동 228-11,서울특별시 동작구청,02-820-9560,37.4856322,126.9670068,2020-03-27,542909.9972,197082.0027
사당솔밭도서관,서울특별시 동작구 사당5동,기타,2020-05-18,2020-09-30,17.3,5,,1,N,N,N,,서울특별시 동작구 솔밭로 86,서울특별시 동작구 사당동 708-1188,서울특별시 동작구청,02-820-9560,37.4840465,126.9673382,2020-03-27,542733.9952,197111.2514
대방중앙경로당,서울특별시 동작구 대방동,노인시설,2020-05-18,2020-09-30,204.36,80,3,2,N,N,N,,서울특별시 동작구  여의대방로24라길  4   (대방동),서울특별시 동작구 대방동 407-48,서울특별시 동작구청,02-820-9560,37.4981152,126.9226176,2020-03-27,544297.748,193157.2544
동작노인종합복지관,서울특별시 동작구 대방동,복지회관,2020-05-18,2020-09-30,26.3,25,1,2,Y,Y,N,,"서울특별시 동작구  상도로11길  7 , 동작노인복지관 (대방동)",서울특별시 동작구 대방동 335-10 동작노인복지관,서울특별시 동작구청,02-820-9560,37.5004191,126.9291348,2020-03-27,544552.9972,193733.7478
대방종합사회복지관,서울특별시 동작구 대방동,복지회관,2020-05-18,2020-09-30,22.3,15,1,1,Y,Y,N,,"서울특별시 동작구  여의대방로44길  47   (대방동, 대방2단지주공아파트)",서울특별시 동작구 대방동 503,서울특별시 동작구청,02-820-9560,37.5101708,126.9300927,2020-03-27,545635.2473,193819.2541
동작종합사회복지관,서울특별시 동작구 대방동,복지회관,2020-05-18,2020-09-30,115,60,4,3,Y,Y,N,,서울특별시 동작구  등용로  47   (대방동),서울특별시 동작구 대방동 5-1,서울특별시 동작구청,02-820-9560,37.5057668,126.9333427,2020-03-27,545146.2512,194106.2516
대방동 현대1차(아) 경로당,서울특별시 동작구 대방동,노인시설,2020-05-18,2020-09-30,114.48,60,2,1,N,N,N,,"서울특별시 동작구  등용로  127   (대방동, 대방동현대아파트)",서울특별시 동작구 대방동 502,서울특별시 동작구청,02-820-9560,37.5127842,126.9308141,2020-03-27,545925.2543,193883.2488
신대방2동경로당,서울특별시 동작구 대방동,노인시설,2020-05-18,2020-09-30,290,72,7,2,N,N,N,,서울특별시 동작구  여의대방로24가길  2   (대방동),서울특별시 동작구 대방동 407-8,서울특별시 동작구청,02-820-9560,37.4982089,126.9212576,2020-03-27,544308.2472,193037.0014
신일해피트리아파트@경로당,서울특별시 동작구 대방동,노인시설,2020-05-18,2020-09-30,78.42,40,1,1,N,N,N,,"서울특별시 동작구  여의대방로62길  7   (대방동, 대방동신일해피트리)",서울특별시 동작구 대방동 510,서울특별시 동작구청,02-820-9560,37.5138003,126.9275669,2020-03-27,546038.2446,193596.2495
경남아너스빌아파트경로당,서울특별시 동작구 대방동,노인시설,2020-05-18,2020-09-30,65.45,40,2,1,N,N,N,,"서울특별시 동작구  여의대방로54길  6   (대방동, 대방동경남아너스빌)",서울특별시 동작구 대방동 512,서울특별시 동작구청,02-820-9560,37.5114926,126.9256972,2020-03-27,545782.2481,193430.7485
대방2차현대아파트 경로당,서울특별시 동작구 대방동,노인시설,2020-05-18,2020-09-30,76,40,3,1,N,N,N,,"서울특별시 동작구  알마타길  58   (대방동, 대방2차현대아파트)",서울특별시 동작구 대방동 506,서울특별시 동작구청,02-820-9560,37.5108563,126.9313079,2020-03-27,545711.25,193926.7497
대방2차e편한세상아파트 경로당,서울특별시 동작구 대방동,노인시설,2020-05-18,2020-09-30,21,20,1,1,N,N,N,,"서울특별시 동작구  알마타길  53   (대방동, 대방2차e-편한세상)",서울특별시 동작구 대방동 507,서울특별시 동작구청,02-820-9560,37.5121355,126.9309787,2020-03-27,545853.2462,193897.7484
대방e-편한아파트경로당,서울특별시 동작구 대방동,노인시설,2020-05-18,2020-09-30,65.9,40,2,1,N,N,N,,"서울특별시 동작구  알마타길  37   (대방동, 대방1차e-편한세상)",서울특별시 동작구 대방동 508,서울특별시 동작구청,02-820-9560,37.5120645,126.9289937,2020-03-27,545845.4967,193722.2463
대방경로당,서울특별시 동작구 대방동,노인시설,2020-05-18,2020-09-30,82,40,2,2,N,N,N,,"서울특별시 동작구  여의대방로36길  99 , 학구단위노인회 (대방동)",서울특별시 동작구 대방동 20-6 학구단위노인회,서울특별시 동작구청,02-820-9560,37.508712,126.9315106,2020-03-27,545473.247,193944.4977
우정A.경로당,서울특별시 동작구 대방동,노인시설,2020-05-18,2020-09-30,101,60,1,1,N,N,N,,"서울특별시 동작구  여의대방로62길  23   (대방동, 우정아파트)",서울특별시 동작구 대방동 505,서울특별시 동작구청,02-820-9560,37.5142409,126.9297354,2020-03-27,546087.0002,193788.0013
성원아파트경로당,서울특별시 동작구 대방동,노인시설,2020-05-18,2020-09-30,30,20,0,1,N,N,N,,서울특별시 동작구  여의대방로  256   (대방동),서울특별시 동작구 대방동 500,서울특별시 동작구청,02-820-9560,37.5095805,126.9260893,2020-03-27,545570.0021,193465.2482
대방대림아파트 경로당,서울특별시 동작구 대방동,노인시설,2020-05-18,2020-09-30,168,60,4,1,N,N,N,,"서울특별시 동작구  여의대방로44길  10   (대방동, 대방동 대림아파트 아파트동)",서울특별시 동작구 대방동 501,서울특별시 동작구청,02-820-9560,37.5075929,126.9247737,2020-03-27,545349.496,193348.7541
대방주공2단지아파트경로당,서울특별시 동작구 대방동,노인시설,2020-05-18,2020-09-30,126,60,2,1,N,N,N,,"서울특별시 동작구  여의대방로44길  47   (대방동, 대방2단지주공아파트)",서울특별시 동작구 대방동 503,서울특별시 동작구청,02-820-9560,37.5097834,126.9300252,2020-03-27,545592.2553,193813.2542
대방주공1단지아파트경로당,서울특별시 동작구 대방동,노인시설,2020-05-18,2020-09-30,154.8,60,3,3,N,N,N,,"서울특별시 동작구  여의대방로44길  47   (대방동, 대방2단지주공아파트)",서울특별시 동작구 대방동 503,서울특별시 동작구청,02-820-9560,37.5109098,126.9302729,2020-03-27,545717.2551,193835.247
북대방경로당,서울특별시 동작구 대방동,노인시설,2020-05-18,2020-09-30,122.8,60,1,1,N,N,N,,서울특별시 동작구  여의대방로54길  24   (대방동),서울특별시 동작구 대방동 346-19호,서울특별시 동작구청,02-820-9560,37.5121291,126.9277976,2020-03-27,545852.7469,193616.5031
대방동 주민센터,서울특별시 동작구 대방동,주민센터,2020-05-18,2020-09-30,956.55,80,0,4,Y,Y,N,,서울특별시 동작구  여의대방로44길  20   (대방동),서울특별시 동작구 대방동 501-2,서울특별시 동작구청,02-820-9560,37.5081683,126.9263395,2020-03-27,545413.2486,193487.2467
신대방1동경로당,서울특별시 동작구 신대방1동,노인시설,2020-05-18,2020-09-30,162,162,2,1,Y,Y,N,,서울특별시 동작구 신대방1길 22,서울특별시 동작구 신대방동 693-9,서울특별시 동작구청,02-820-9560,37.4868351,126.9105025,2020-03-27,543046.7541,192084.7538
우성1차아파트경로당,서울특별시 동작구 신대방1동,노인시설,2020-05-18,2020-09-30,125,125,3,4,N,N,N,,"서울특별시 동작구  여의대방로  22   (신대방동, 우성아파트)",서울특별시 동작구 신대방동 565,서울특별시 동작구청,02-820-9560,37.4922892,126.9116013,2020-03-27,543651.9958,192182.5012
경남교수아파트 경로당,서울특별시 동작구 신대방1동,노인시설,2020-05-18,2020-09-30,63,63,2,2,N,N,N,,"서울특별시 동작구  여의대방로10길  14   (신대방동, 경남교수아파트)",서울특별시 동작구 신대방동 710,서울특별시 동작구청,02-820-9560,37.4960321,126.9135334,2020-03-27,544067.2502,192353.7472
현대아파트 경로당,서울특별시 동작구 신대방1동,노인시설,2020-05-18,2020-09-30,93,93,3,2,N,N,N,,"서울특별시 동작구  여의대방로  28   (신대방동, 현대아파트)",서울특별시 동작구 신대방동 707,서울특별시 동작구청,02-820-9560,37.4947874,126.9117029,2020-03-27,543929.2549,192191.7462
우성2차아파트경로당,서울특별시 동작구 신대방1동,노인시설,2020-05-18,2020-09-30,119,119,3,2,N,N,N,,"서울특별시 동작구  여의대방로  8   (신대방동, 신대방2차우성아파트)",서울특별시 동작구 신대방동 565-21,서울특별시 동작구청,02-820-9560,37.4929844,126.910416,2020-03-27,543729.253,192077.7531
보라매롯데낙천대아파트경로당,서울특별시 동작구 신대방1동,노인시설,2020-05-18,2020-09-30,136.2,136,2,1,N,N,N,,"서울특별시 동작구  여의대방로10길  38   (신대방동, 보라매롯데낙천대아파트)",서울특별시 동작구 신대방동 713,서울특별시 동작구청,02-820-9560,37.4943293,126.9136767,2020-03-27,543878.2499,192366.2459
현진에버빌아파트 경로당,서울특별시 동작구 신대방1동,노인시설,2020-05-18,2020-09-30,55.62,55,2,2,N,N,N,,"서울특별시 동작구  신대방1나길  45   (신대방동, 현진에버빌)",서울특별시 동작구 신대방동 716,서울특별시 동작구청,02-820-9560,37.48599,126.9070831,2020-03-27,542953.2521,191782.2461
경남아파트 경로당,서울특별시 동작구 신대방1동,노인시설,2020-05-18,2020-09-30,83,83,2,2,N,N,N,,"서울특별시 동작구  신대방길  85   (신대방동, 경남아파트)",서울특별시 동작구 신대방동 712,서울특별시 동작구청,02-820-9560,37.4894487,126.9084555,2020-03-27,543337.0034,191903.9971
숲속마을신동아파밀리에아파트 경로당,서울특별시 동작구 신대방1동,노인시설,2020-05-18,2020-09-30,74.47,74,1,2,N,N,N,,"서울특별시 동작구  여의대방로10길  100   (신대방동, 숲속마을 신동아 파밀리에)",서울특별시 동작구 신대방동 717,서울특별시 동작구청,02-820-9560,37.4917328,126.9145306,2020-03-27,543590.0034,192441.4965
동작상떼빌아파트 경로당,서울특별시 동작구 신대방1동,노인시설,2020-05-18,2020-09-30,164.97,164,2,3,N,N,N,,"서울특별시 동작구  신대방1가길  38   (신대방동, 동작상떼빌)",서울특별시 동작구 신대방동 719,서울특별시 동작구청,02-820-9560,37.4876366,126.9070839,2020-03-27,543136.0029,191782.4972
신대방1동 주민센터,서울특별시 동작구 신대방1동,주민센터,2020-05-18,2020-09-30,749.49,60,4,1,Y,Y,N,,서울특별시 동작구  신대방길  72   (신대방동),서울특별시 동작구 신대방동 604-8,서울특별시 동작구청,02-820-9560,37.4889453,126.9100392,2020-03-27,543280.9976,192044.0029
한성아파트 경로당,서울특별시 동작구 신대방2동,노인시설,2020-05-18,2020-09-30,40,10,2,2,N,N,N,,"서울특별시 동작구  여의대방로10길  13   (신대방동, 한성아파트)",서울특별시 동작구 신대방동 470-8,서울특별시 동작구청,02-820-9560,37.4955603,126.9152755,2020-03-27,544014.7464,192507.7542
보라매e편한세상아파트경로당,서울특별시 동작구 신대방2동,노인시설,2020-05-18,2020-09-30,99.74,24,3,1,N,N,N,,"서울특별시 동작구  보라매로  70   (신대방동, 보라매 e편한세상)",서울특별시 동작구 신대방동 720,서울특별시 동작구청,02-820-9560,37.495506,126.9285062,2020-03-27,544007.7489,193677.7497
보라매파크빌아파트 경로당,서울특별시 동작구 신대방2동,노인시설,2020-05-18,2020-09-30,79.27,19,1,2,N,N,N,,"서울특별시 동작구  여의대방로10길  59   (신대방동, 보라매파크빌아파트)",서울특별시 동작구 신대방동 711,서울특별시 동작구청,02-820-9560,37.4943982,126.9155764,2020-03-27,543885.7445,192534.2473
신대방벽산아파트경로당,서울특별시 동작구 신대방2동,노인시설,2020-05-18,2020-09-30,24,15,5,1,N,N,N,,서울특별시 동작구 여의대방로22길 24,서울특별시 동작구 신대방동 709-0,서울특별시 동작구청,02-820-9560,37.4974164,126.9217475,2020-03-27,544220.2539,193080.249
서울시립남부장애인종합복지관,서울특별시 동작구 신대방2동,복지회관,2020-05-18,2020-09-30,66,20,1,1,N,N,N,,서울특별시 동작구 여의대방로20길 33,서울특별시 동작구 신대방동 395-0,서울특별시 동작구청,02-820-9560,37.4902409,126.9167373,2020-03-27,543424.2472,192636.5
신대방2동 주민센터,서울특별시 동작구 신대방2동,주민센터,2020-05-18,2020-09-30,"1,030.00",257,10,24,Y,Y,N,,서울특별시 동작구 여의대방로24길 76,서울특별시 동작구 신대방동 362-20,서울특별시 동작구청,02-820-9560,37.498416,126.9245228,2020-03-27,544330.9961,193325.7536
